Product,Price,Date,Vat Rate
For repair Soft Gloves,55.39,2022-12-30,0.25
Refined Concrete Chair,428.25,2022-12-19,0.1
Soft Shirt,748.06,2023-02-03,0.15
Licensed Hat,978.89,2023-01-22,0.2
Awesome Cotton Cheese,46.79,2022-12-14,0.25
Handmade Soap,319.51,2022-12-21,0.25
Rubber Towels,453.76,2022-10-19,0.25
Tasty Granite Bacon,107.71,2023-01-01,0.05
Chips,636.6,2022-12-10,0.15
Awesome Fish,491.11,2022-12-12,0.1
Gently Used Frozen Chicken,471.51,2023-01-18,0.05
Frozen Sausages,556.38,2023-01-06,0.15
Gorgeous Soap,670.34,2022-10-27,0.25
Refined Chair,916.93,2022-11-01,0.25
Frozen Pizza,926.56,2023-01-02,0.15
Soft Bacon,290.47,2022-12-16,0.25
Rubber Chips,10.53,2023-01-12,0.25
Wooden Car,114.67,2022-11-22,0.15
Soft Hat,58.17,2022-11-03,0.1
Sausages,355.06,2023-02-02,0.05
Salad,650.18,2022-10-22,0.15
Gently Used Granite Hat,102.12,2022-12-16,0.1
Practical Ball,685.41,2023-01-08,0.2
Frozen Cheese,692.89,2022-12-21,0.2
Handcrafted Metal Bike,564.22,2022-12-09,0.1
Soap,252.62,2023-01-02,0.15
Ergonomic Salad,834.15,2023-02-04,0.2
Incredible Cotton Car,890.71,2022-12-14,0.25
Soft Chair,565.09,2023-01-02,0.2
Ergonomic Frozen Keyboard,661.04,2022-11-11,0.15
Fresh Fish,836.21,2022-12-05,0.1
Tasty Chair,506.03,2023-01-21,0.1
Chips,496.47,2022-12-16,0.25
Intelligent Bike,985.69,2022-11-29,0.15
Steel Sausages,451.81,2022-12-24,0.25
Handmade Chair,457.99,2022-12-30,0.15
Steel Computer,825.61,2022-11-19,0.05
Generic Computer,477.98,2022-10-15,0.1
Concrete Ball,194.02,2022-12-17,0.25
Practical Concrete Soap,494.79,2022-12-19,0.15
Used Tuna,525.82,2023-02-03,0.25
Rustic Soft Tuna,867.88,2022-10-30,0.25
Small Wooden Hat,362.0,2022-12-14,0.05
Wooden Gloves,210.1,2023-01-22,0.05
Tasty Chair,184.38,2023-01-22,0.1
Chair,946.15,2022-11-24,0.2
Soft Chicken,9.58,2023-01-25,0.05
Generic Frozen Keyboard,402.34,2022-10-29,0.05
Used Chair,510.25,2023-01-18,0.2
Handcrafted Granite Pants,279.07,2023-01-10,0.25
Used Table,580.09,2022-12-15,0.25
Gloves,267.88,2022-11-15,0.1
Ball,59.49,2022-12-23,0.2
New Soap,199.8,2023-01-06,0.15
Unbranded Metal Chicken,889.04,2023-01-25,0.1
Soft Bike,95.49,2022-12-14,0.25
Bike,23.86,2022-11-21,0.05
Used Chicken,151.2,2022-11-23,0.25
Rubber Chair,255.14,2022-10-19,0.25
Practical Cheese,137.18,2022-11-06,0.25
Pants,786.11,2023-01-22,0.1
Wooden Pizza,625.65,2023-01-28,0.05
Rustic Chicken,191.03,2022-12-12,0.05
Handcrafted Pizza,478.76,2022-12-05,0.15
Hat,941.07,2022-10-29,0.15
Generic Shoes,725.24,2023-01-08,0.15
Salad,625.61,2022-12-18,0.1
New Soap,924.77,2022-11-28,0.2
Ergonomic Steel Salad,597.05,2023-01-26,0.1
Unbranded Steel Mouse,53.62,2022-10-29,0.25
Ergonomic Shoes,846.13,2022-12-10,0.15
Chair,384.82,2023-01-27,0.25
Fish,665.74,2023-01-20,0.1
Generic Plastic Bacon,775.28,2023-01-01,0.25
For repair Plastic Chair,856.21,2022-11-22,0.2
Sausages,496.51,2022-12-09,0.25
Cotton Fish,635.77,2022-11-06,0.05
Metal Mouse,537.86,2022-10-16,0.1
Hat,2.09,2022-10-28,0.25
Awesome Fresh Pizza,927.63,2022-12-28,0.2
Generic Wooden Sausages,469.55,2023-01-13,0.2
Handcrafted Metal Cheese,450.24,2023-01-02,0.1
Metal Tuna,203.12,2022-11-24,0.2
Wooden Gloves,749.88,2023-01-30,0.15
Handmade Concrete Salad,309.26,2022-11-16,0.15
Unbranded Concrete Sausages,631.03,2022-10-17,0.05
Awesome Mouse,897.06,2022-10-28,0.1
Gently Used Granite Fish,980.48,2023-02-05,0.05
Gently Used Metal Salad,647.17,2023-01-04,0.15
Concrete Chair,48.03,2022-12-18,0.05
Granite Hat,405.21,2022-12-20,0.05
New Keyboard,377.18,2023-01-27,0.25
Fresh Shirt,968.67,2022-10-17,0.15
Metal Bike,98.26,2022-11-24,0.05
Cotton Sausages,823.89,2022-12-18,0.1
Handcrafted Mouse,490.25,2022-10-10,0.25
Chicken,732.48,2022-10-11,0.1
Sleek Concrete Tuna,938.72,2022-12-16,0.05
Licensed Rubber Bacon,466.02,2023-01-07,0.05
Pizza,69.21,2022-10-09,0.1
Table,155.58,2022-10-27,0.05
Generic Soft Computer,646.48,2022-11-14,0.15
Used Fish,165.65,2022-10-26,0.15
Incredible Sausages,985.25,2023-01-27,0.15
Cotton Chicken,23.51,2022-11-02,0.15
Fresh Mouse,750.62,2022-10-21,0.2
Ergonomic Bike,465.78,2023-02-04,0.25
Tasty Fish,521.86,2022-12-31,0.15
Sleek Plastic Pizza,110.34,2023-02-03,0.05
Gently Used Plastic Keyboard,663.46,2022-11-16,0.15
Hat,764.29,2022-11-06,0.2
Unbranded Wooden Mouse,696.42,2023-01-18,0.25
Gorgeous Ball,840.54,2022-10-16,0.2
Cotton Computer,309.45,2022-12-31,0.1
Steel Gloves,895.81,2022-10-21,0.25
Soap,348.41,2023-01-13,0.05
Fantastic Table,928.77,2022-10-12,0.1
Ergonomic Shoes,550.36,2023-02-01,0.2
Awesome Chips,165.74,2022-10-14,0.05
Rubber Hat,224.1,2022-10-16,0.25
Frozen Bike,350.07,2022-10-31,0.25
Car,988.44,2023-01-18,0.15
Granite Chair,809.99,2022-11-28,0.05
Incredible Car,535.4,2023-01-17,0.2
Handmade Pizza,809.11,2023-02-03,0.1
Fresh Cheese,685.03,2023-02-05,0.05
Plastic Computer,49.9,2023-01-25,0.05
Practical Hat,123.18,2022-10-30,0.05
Soft Chicken,517.06,2022-11-24,0.25
Frozen Ball,758.96,2022-12-21,0.05
Soft Bacon,888.48,2023-01-29,0.15
Tasty Mouse,371.93,2022-10-14,0.1
Tasty Fresh Car,113.35,2022-10-16,0.1
Chair,862.83,2022-10-28,0.05
Pants,141.88,2023-01-18,0.1
Practical Soft Cheese,480.75,2022-12-22,0.25
Ergonomic Pizza,843.61,2022-10-27,0.1
Fresh Chicken,866.23,2022-12-15,0.05
Cotton Ball,720.45,2022-10-24,0.25
Plastic Table,151.62,2022-12-25,0.2
Cheese,23.63,2022-11-13,0.2
Concrete Salad,360.39,2022-12-17,0.15
Small Bike,185.52,2022-10-20,0.05
Car,482.63,2022-12-05,0.15
Granite Mouse,682.11,2022-11-18,0.15
Handmade Plastic Gloves,300.5,2022-12-15,0.15
Fantastic Rubber Chips,336.68,2022-12-12,0.25
Table,637.41,2022-10-16,0.2
Cotton Hat,182.17,2022-11-13,0.2
Computer,177.37,2022-10-31,0.1
Licensed Rubber Bacon,381.64,2022-10-20,0.1
Rustic Cotton Pants,189.98,2022-12-03,0.2
Frozen Pants,709.61,2023-01-31,0.2
Handmade Soft Bike,425.26,2022-11-01,0.15
Incredible Bacon,88.26,2022-10-28,0.25
Keyboard,974.09,2023-01-25,0.25
Wooden Fish,41.03,2022-10-09,0.15
Gloves,1.6,2022-12-14,0.2
Gently Used Towels,438.48,2022-11-11,0.2
Rustic Frozen Shoes,599.12,2022-12-04,0.05
Frozen Sausages,640.27,2023-01-14,0.05
Cotton Table,334.09,2022-11-15,0.2
Generic Concrete Sausages,745.05,2023-01-30,0.05
Car,432.02,2022-10-26,0.25
Used Soft Hat,541.63,2022-11-16,0.05
Shoes,531.83,2022-12-11,0.15
Plastic Bacon,910.68,2023-01-05,0.05
Gorgeous Bike,952.13,2023-01-19,0.2
Bike,244.93,2022-11-16,0.05
Fresh Fish,703.19,2022-12-01,0.1
Handmade Fresh Ball,790.87,2023-01-06,0.05
Unbranded Soft Table,433.81,2023-01-04,0.15
For repair Chicken,107.34,2022-10-24,0.2
Bacon,76.01,2023-01-10,0.25
Small Granite Ball,425.09,2022-12-20,0.2
Fresh Gloves,120.5,2022-10-26,0.15
Towels,763.12,2022-11-06,0.15
Keyboard,371.32,2023-01-25,0.2
Rustic Bike,809.53,2022-11-27,0.2
Intelligent Fresh Hat,802.8,2023-02-03,0.05
Chair,427.96,2022-12-25,0.25
Soft Towels,435.11,2022-10-20,0.2
Soap,613.61,2022-11-10,0.05
Ergonomic Frozen Salad,29.5,2022-10-24,0.2
Fresh Pizza,678.06,2023-01-04,0.2
Practical Cheese,296.93,2022-11-21,0.1
Ergonomic Computer,264.21,2022-12-14,0.05
Rustic Wooden Pizza,827.07,2022-11-21,0.25
Frozen Chicken,743.93,2022-10-27,0.2
Chair,411.24,2023-01-22,0.1
Sausages,369.32,2023-01-22,0.1
Incredible Gloves,872.61,2022-12-29,0.25
New Plastic Gloves,317.7,2023-02-03,0.1
Handcrafted Concrete Shirt,873.39,2022-11-23,0.05
Used Steel Sausages,359.29,2022-10-21,0.05
Tuna,5.65,2022-12-21,0.25
Bacon,238.73,2022-12-28,0.1
Shirt,666.76,2022-10-28,0.1
Tasty Ball,420.67,2023-01-27,0.05
Awesome Chips,486.46,2022-12-13,0.1
Used Wooden Soap,713.83,2022-11-05,0.1
Practical Plastic Ball,894.29,2022-11-23,0.2
Metal Chips,495.75,2022-12-03,0.2
Ball,404.93,2022-11-07,0.1
Gently Used Wooden Computer,674.05,2023-02-02,0.1
Wooden Bike,107.98,2022-12-31,0.15
Handcrafted Bike,518.17,2022-12-02,0.2
Tasty Plastic Shirt,295.07,2023-01-19,0.25
Used Towels,420.73,2022-12-31,0.05
Soap,925.51,2023-01-02,0.2
Granite Mouse,317.92,2022-12-10,0.05
Awesome Frozen Towels,297.63,2022-11-03,0.15
Bacon,892.79,2022-11-16,0.05
Frozen Fish,230.46,2022-11-29,0.2
Pizza,115.59,2023-01-18,0.25
Towels,492.39,2022-12-09,0.25
Salad,814.82,2023-01-05,0.1
Handmade Hat,51.69,2022-12-07,0.2
Steel Chips,145.93,2022-11-18,0.25
Wooden Ball,284.8,2023-01-16,0.05
Plastic Table,887.21,2023-01-25,0.05
Tasty Soft Towels,644.4,2023-01-18,0.25
Gorgeous Car,614.46,2022-10-22,0.25
Awesome Fresh Bacon,871.47,2022-11-18,0.15
Ergonomic Wooden Salad,317.65,2023-01-03,0.2
Refined Table,956.36,2022-10-14,0.15
Pizza,194.22,2022-11-18,0.25
Ball,387.61,2022-12-10,0.2
Frozen Mouse,94.23,2023-01-25,0.2
Wooden Cheese,528.46,2022-12-01,0.15
For repair Shirt,503.81,2022-11-14,0.25
Fresh Car,506.35,2023-01-26,0.15
Tasty Concrete Fish,86.46,2022-12-25,0.2
Cheese,647.61,2022-12-08,0.15
Handcrafted Fresh Shirt,763.88,2022-12-15,0.05
Tuna,521.0,2022-12-10,0.2
Gorgeous Car,478.45,2022-11-21,0.1
Wooden Chicken,54.63,2022-10-20,0.25
Frozen Shoes,311.76,2023-01-29,0.25
Car,649.08,2022-10-11,0.05
Tasty Soft Sausages,23.19,2023-01-09,0.1
Ergonomic Pizza,333.33,2022-12-04,0.2
Handmade Chair,674.13,2023-01-07,0.05
Tuna,817.0,2023-01-01,0.2
Keyboard,72.35,2022-12-04,0.1
Tasty Ball,3.24,2022-10-15,0.25
Cotton Car,214.61,2022-11-22,0.05
Refined Keyboard,102.15,2022-11-02,0.05
Frozen Soap,3.87,2022-11-08,0.1
Gently Used Mouse,858.68,2022-10-19,0.05
Used Frozen Tuna,152.21,2023-02-02,0.05
Unbranded Pants,848.78,2023-01-20,0.15
Fantastic Cotton Tuna,363.12,2022-10-20,0.05
Shoes,380.99,2022-11-11,0.1
For repair Rubber Car,763.23,2022-10-21,0.15
New Salad,887.03,2022-12-08,0.15
Handmade Wooden Sausages,380.05,2023-01-21,0.2
Ball,148.15,2023-01-16,0.05
Steel Table,428.03,2023-01-06,0.1
For repair Metal Sausages,394.45,2022-12-28,0.1
Soap,407.91,2023-02-05,0.15
Used Frozen Chicken,875.48,2022-11-15,0.15
Small Chicken,928.09,2023-01-24,0.2
Chicken,266.12,2022-12-04,0.1
Tuna,728.54,2022-10-10,0.1
Bacon,965.14,2022-11-13,0.2
Fantastic Rubber Ball,939.25,2022-11-08,0.2
Fantastic Towels,635.45,2022-10-25,0.15
Tasty Car,123.69,2022-12-18,0.05
Concrete Shoes,485.19,2022-11-16,0.05
Small Towels,863.51,2022-11-15,0.2
Chips,419.12,2022-12-19,0.1
New Fresh Computer,993.4,2022-11-26,0.05
Soft Soap,958.27,2022-10-12,0.05
Generic Tuna,333.6,2022-12-17,0.1
Chair,392.77,2022-11-06,0.25
Cheese,933.66,2022-11-20,0.25
Metal Chair,285.39,2022-12-04,0.05
Intelligent Wooden Chips,525.15,2022-12-20,0.15
Gorgeous Plastic Car,999.83,2023-01-16,0.15
Fresh Gloves,977.58,2023-01-06,0.2
Bacon,533.56,2022-12-06,0.1
Mouse,784.94,2022-11-21,0.25
Licensed Frozen Towels,982.65,2022-12-17,0.2
Table,142.89,2022-11-03,0.2
Chair,374.56,2022-12-06,0.05
Chicken,798.71,2022-11-29,0.25
Fresh Soap,840.32,2023-01-20,0.25
Towels,271.67,2023-01-19,0.25
Gently Used Mouse,109.32,2022-12-25,0.25
Awesome Car,612.28,2022-12-29,0.1
Gloves,797.56,2023-01-30,0.1
Plastic Tuna,359.07,2023-01-30,0.25
Tasty Metal Shoes,681.24,2022-10-20,0.2
Shoes,175.57,2023-01-21,0.1
Tuna,581.13,2022-11-07,0.15
Refined Wooden Soap,423.74,2022-10-24,0.05
Car,790.28,2023-01-15,0.05
Practical Fish,484.53,2022-12-28,0.1
Sleek Soft Sausages,924.48,2022-10-15,0.1
Fantastic Concrete Cheese,631.31,2023-01-24,0.1
Wooden Table,311.98,2022-11-12,0.25
New Cotton Computer,13.96,2022-12-02,0.1
Salad,320.61,2023-02-05,0.25
Generic Fresh Cheese,27.61,2023-01-07,0.05
Licensed Rubber Towels,980.62,2022-10-18,0.1
Intelligent Computer,466.52,2023-02-03,0.25
Granite Bacon,994.59,2022-11-07,0.1
Granite Car,888.0,2023-01-30,0.2
Licensed Granite Shirt,579.63,2022-11-22,0.1
Chips,520.51,2022-10-23,0.2
Unbranded Cotton Tuna,896.12,2022-12-23,0.1
Plastic Chips,490.61,2022-11-18,0.25
Hat,688.73,2022-12-28,0.2
Cotton Fish,209.81,2022-10-20,0.15
Granite Cheese,701.71,2022-10-23,0.2
Generic Sausages,915.6,2022-10-27,0.25
New Bike,464.04,2022-11-12,0.1
Metal Table,614.14,2022-12-26,0.15
Practical Sausages,163.66,2022-12-17,0.05
Mouse,291.26,2022-12-13,0.1
Gently Used Granite Pants,453.12,2022-12-04,0.1
Mouse,186.71,2022-12-18,0.25
Ergonomic Wooden Pizza,776.28,2022-12-19,0.15
Concrete Computer,984.45,2022-10-11,0.1
Granite Fish,729.74,2022-10-12,0.15
Rustic Granite Salad,172.11,2022-12-13,0.25
Generic Soft Hat,573.58,2022-12-23,0.2
For repair Granite Computer,606.0,2022-12-30,0.25
Ball,840.56,2022-10-30,0.2
Handmade Plastic Bacon,501.36,2023-01-05,0.1
Gorgeous Cotton Soap,806.07,2022-12-26,0.2
Sleek Soft Towels,997.16,2022-10-12,0.1
Metal Bacon,287.97,2023-01-09,0.25
Generic Bike,627.21,2022-12-07,0.2
Keyboard,393.48,2022-10-22,0.05
Incredible Fresh Soap,934.34,2022-11-01,0.05
Generic Rubber Chicken,463.83,2022-10-10,0.1
Tuna,597.66,2023-01-10,0.15
Incredible Sausages,265.6,2022-11-04,0.05
Fresh Keyboard,835.07,2022-12-31,0.05
Steel Gloves,389.9,2022-12-07,0.2
Gloves,780.09,2023-01-18,0.05
Soft Shoes,315.47,2022-11-07,0.15
Generic Keyboard,679.79,2022-12-15,0.15
Frozen Chips,156.94,2022-10-27,0.1
Rustic Keyboard,917.85,2023-01-04,0.15
Practical Granite Bacon,870.0,2023-01-25,0.05
Handmade Cotton Bacon,589.02,2022-12-17,0.25
Salad,216.35,2022-10-13,0.1
Metal Sausages,652.13,2023-01-13,0.2
Gloves,214.2,2023-01-31,0.25
Fish,978.69,2022-12-05,0.2
Metal Hat,600.56,2022-11-29,0.2
Table,406.42,2022-12-17,0.15
Towels,574.48,2022-10-12,0.15
Small Granite Fish,537.9,2022-10-16,0.25
Handcrafted Gloves,285.87,2022-12-27,0.1
Soft Tuna,268.42,2022-12-27,0.1
Bike,51.51,2022-11-14,0.15
Handcrafted Bike,987.2,2022-10-13,0.2
Handmade Shirt,172.98,2022-10-14,0.15
Sleek Fresh Sausages,968.81,2022-11-23,0.05
Towels,276.98,2023-01-20,0.15
Sleek Car,677.75,2022-12-01,0.05
New Table,486.02,2023-01-16,0.1
Soap,313.06,2022-11-22,0.1
Wooden Chair,809.34,2023-01-26,0.2
Rustic Bike,628.67,2023-01-23,0.05
Ergonomic Cotton Bacon,234.02,2022-11-09,0.15
Frozen Keyboard,34.5,2022-11-01,0.05
Towels,351.84,2022-12-16,0.1
Shirt,854.73,2022-12-15,0.15
Unbranded Plastic Shoes,711.92,2022-10-29,0.25
Rubber Car,269.51,2023-01-17,0.25
Refined Shoes,705.43,2022-10-21,0.1
Fantastic Computer,375.78,2022-11-28,0.25
Fantastic Concrete Gloves,281.12,2022-12-25,0.1
Awesome Soap,608.18,2022-12-24,0.25
Shoes,98.75,2023-02-02,0.05
Handcrafted Computer,31.43,2022-12-14,0.25
New Cheese,402.95,2022-10-26,0.25
Granite Shoes,501.22,2022-10-10,0.2
Frozen Soap,903.25,2022-12-24,0.1
Frozen Pizza,507.15,2022-11-19,0.25
Ergonomic Keyboard,353.22,2022-11-16,0.1
Gloves,27.09,2023-01-31,0.25
Tasty Fish,381.28,2022-10-31,0.1
Gently Used Bacon,436.25,2022-10-29,0.15
Unbranded Rubber Chicken,551.03,2023-01-16,0.25
Fish,609.69,2022-12-22,0.05
Refined Granite Fish,691.82,2022-11-26,0.15
Steel Chicken,829.04,2022-11-03,0.25
Shirt,874.48,2022-11-10,0.15
Generic Computer,286.1,2022-12-21,0.1
Licensed Towels,898.76,2022-12-16,0.15
Rubber Chair,237.99,2022-11-25,0.05
Ergonomic Plastic Chair,765.34,2023-02-03,0.1
Ergonomic Chips,435.69,2023-01-24,0.25
Practical Computer,942.77,2022-10-28,0.05
Ball,719.97,2022-12-11,0.05
Car,259.91,2022-12-19,0.05
Cotton Computer,516.24,2022-10-31,0.05
Fish,836.74,2022-12-02,0.05
Salad,126.23,2022-12-23,0.2
Salad,881.42,2022-11-04,0.2
New Steel Salad,60.9,2022-12-07,0.05
Generic Cheese,565.06,2022-11-22,0.1
Tasty Soft Table,356.56,2023-02-02,0.2
Shirt,97.06,2022-12-26,0.1
Practical Soft Shoes,37.79,2023-02-03,0.25
Generic Bike,497.33,2023-01-09,0.05
Metal Towels,157.43,2023-01-01,0.15
Gently Used Fresh Bacon,716.83,2022-11-23,0.15
Generic Rubber Keyboard,171.23,2022-10-12,0.05
New Plastic Shirt,393.68,2022-10-16,0.25
Ergonomic Mouse,572.51,2023-01-17,0.25
New Towels,969.62,2023-01-20,0.05
Awesome Concrete Sausages,865.78,2022-10-25,0.05
Car,884.6,2022-12-02,0.15
Hat,527.8,2023-01-04,0.1
For repair Frozen Cheese,866.44,2022-11-23,0.15
Hat,458.88,2023-02-05,0.05
Chips,329.52,2022-12-27,0.1
Shoes,926.42,2023-02-02,0.05
Shoes,858.07,2023-01-07,0.05
Fish,517.08,2022-12-16,0.2
Concrete Shirt,161.02,2022-11-15,0.15
Keyboard,120.69,2023-01-07,0.2
Tuna,996.34,2022-12-04,0.15
Refined Granite Soap,791.71,2023-01-07,0.2
Salad,595.24,2022-10-28,0.15
Intelligent Plastic Pants,401.02,2022-12-14,0.25
Gloves,604.76,2023-01-17,0.25
Unbranded Frozen Towels,167.84,2022-12-24,0.25
Ergonomic Soft Ball,801.09,2022-10-25,0.2
New Frozen Sausages,571.66,2023-01-06,0.25
Soft Chicken,739.93,2022-10-10,0.1
Gloves,195.63,2022-11-24,0.25
Fish,820.47,2022-11-27,0.05
Unbranded Computer,470.71,2022-11-15,0.1
Gently Used Wooden Salad,372.81,2023-01-12,0.2
Soap,335.2,2022-12-31,0.05
Gently Used Bacon,933.77,2022-10-31,0.05
Used Granite Towels,354.26,2023-02-02,0.1
Metal Hat,647.01,2022-11-12,0.1
Cotton Tuna,907.6,2022-12-24,0.05
Frozen Sausages,360.04,2023-01-01,0.15
Steel Tuna,115.53,2023-01-07,0.05
Sleek Steel Soap,816.74,2022-10-12,0.15
Sausages,525.11,2022-12-15,0.2
Handmade Soft Bike,357.68,2022-10-24,0.25
Incredible Shirt,694.05,2023-01-24,0.15
New Frozen Tuna,923.04,2022-12-06,0.2
Intelligent Sausages,521.71,2022-11-22,0.05
Soft Pizza,207.16,2022-10-26,0.05
Metal Hat,104.49,2022-11-26,0.1
Generic Concrete Keyboard,686.79,2022-10-27,0.2
Rustic Metal Table,494.14,2023-01-23,0.25
Plastic Pants,619.77,2023-01-07,0.05
Pants,966.22,2023-01-15,0.1
Intelligent Granite Pizza,724.73,2022-10-19,0.1
Bacon,813.37,2022-12-06,0.15
Fantastic Computer,716.46,2022-11-09,0.2
Gently Used Rubber Chicken,465.42,2022-10-29,0.25
Handmade Gloves,972.29,2022-11-28,0.1
Refined Bacon,687.75,2022-12-29,0.2
Gently Used Keyboard,739.97,2022-10-31,0.15
Shoes,592.63,2022-10-28,0.15
Used Wooden Keyboard,159.11,2022-11-20,0.2
Incredible Wooden Bike,910.03,2022-12-06,0.25
Wooden Table,920.28,2023-01-28,0.15
Soft Towels,732.44,2022-11-16,0.15
Concrete Chips,35.05,2023-01-27,0.05
Fantastic Keyboard,276.05,2022-12-22,0.1
Handmade Chair,45.71,2022-12-22,0.1
Soft Table,909.23,2022-11-13,0.1
Practical Bike,40.24,2023-02-01,0.1
Refined Cotton Hat,53.69,2022-12-14,0.05
New Steel Table,82.1,2022-11-10,0.25
Frozen Chair,898.52,2023-01-26,0.05
Used Table,819.39,2022-12-15,0.15
For repair Sausages,325.4,2022-10-26,0.05
Granite Salad,601.16,2023-01-10,0.15
Intelligent Soft Pants,747.51,2023-01-29,0.2
Cotton Car,683.44,2023-01-08,0.2
Salad,389.77,2022-12-01,0.25
Incredible Towels,354.95,2023-01-04,0.25
Granite Chicken,419.77,2023-01-13,0.25
Rubber Salad,757.4,2023-01-23,0.25
For repair Pizza,436.43,2023-01-18,0.25
Rustic Soft Tuna,188.26,2022-11-25,0.05
Unbranded Frozen Soap,448.75,2023-01-04,0.1
Licensed Salad,857.45,2022-12-08,0.2
Generic Frozen Bike,958.11,2022-12-21,0.25
Rustic Car,845.58,2023-01-14,0.25
Generic Frozen Pants,198.85,2023-01-13,0.05
Gorgeous Metal Fish,869.8,2022-11-24,0.25
Incredible Computer,830.62,2022-10-22,0.25
Keyboard,444.28,2023-01-07,0.25
Handcrafted Fish,834.17,2023-01-10,0.1
Practical Hat,810.36,2023-01-31,0.15
Frozen Tuna,313.95,2022-10-17,0.1
Shirt,288.47,2023-01-26,0.15
Gorgeous Tuna,237.2,2023-01-26,0.15
Gorgeous Computer,912.21,2023-01-19,0.05
Refined Rubber Sausages,507.62,2022-10-11,0.05
Rustic Metal Keyboard,142.75,2022-11-03,0.15
For repair Plastic Bike,196.61,2022-10-29,0.1
Handmade Shoes,985.22,2023-01-08,0.1
Handcrafted Frozen Fish,372.6,2023-01-08,0.2
Refined Steel Bike,598.78,2023-01-06,0.15
Computer,335.75,2022-10-13,0.1
Granite Chicken,739.47,2022-11-30,0.05
Chicken,683.51,2023-01-16,0.25
Fish,614.5,2022-10-26,0.2
Awesome Metal Pizza,489.61,2022-12-19,0.2
Steel Shirt,552.3,2022-12-03,0.2
Cotton Fish,523.05,2022-11-18,0.05
Ergonomic Cheese,737.58,2022-11-25,0.2
Fish,383.88,2022-12-08,0.15
Licensed Bacon,512.79,2022-12-06,0.25
Chair,476.57,2022-11-07,0.1
Keyboard,348.47,2022-12-28,0.05
Cotton Tuna,111.87,2022-11-03,0.2
Generic Steel Gloves,240.77,2022-12-13,0.05
Gorgeous Cotton Keyboard,747.02,2022-11-21,0.25
Car,679.1,2022-11-20,0.2
Steel Keyboard,660.93,2023-01-07,0.1
Gloves,203.79,2022-12-16,0.1
Chair,537.12,2022-12-27,0.25
Concrete Keyboard,68.14,2022-10-23,0.05
Steel Soap,149.17,2022-11-03,0.05
Licensed Steel Shirt,95.5,2023-01-22,0.2
Intelligent Table,549.75,2022-10-24,0.15
Steel Towels,196.94,2023-01-31,0.2
Chair,72.09,2022-10-26,0.25
Gorgeous Steel Chicken,482.66,2022-12-16,0.15
New Sausages,177.56,2022-10-29,0.1
Small Fish,170.0,2022-12-16,0.1
Awesome Salad,753.19,2022-10-31,0.15
Sleek Towels,190.27,2022-12-29,0.25
Tuna,276.96,2022-11-02,0.15
Intelligent Plastic Cheese,916.64,2022-11-19,0.2
Fantastic Steel Chips,738.83,2022-10-27,0.25
Shirt,193.07,2023-01-26,0.2
Steel Pants,20.65,2023-01-14,0.2
Tasty Soft Table,751.85,2022-11-02,0.2
Keyboard,280.4,2022-10-10,0.2
Used Shoes,652.69,2023-01-20,0.1
Soft Tuna,34.14,2023-02-04,0.2
Ergonomic Frozen Salad,940.75,2023-01-05,0.25
Fresh Cheese,415.98,2022-12-05,0.25
Sausages,376.59,2022-10-22,0.05
Frozen Chips,677.55,2022-12-01,0.05
Cotton Car,258.85,2022-11-29,0.2
Incredible Bike,323.54,2023-01-27,0.1
Frozen Chair,307.51,2023-01-03,0.1
Handcrafted Bike,854.18,2022-11-16,0.1
New Bike,622.1,2022-10-15,0.15
Computer,230.31,2022-12-15,0.15
Practical Plastic Shoes,552.67,2022-11-28,0.1
Used Bacon,582.82,2022-11-12,0.25
Chicken,317.23,2023-02-01,0.25
Ergonomic Soft Shirt,859.4,2022-12-20,0.15
Mouse,508.4,2023-02-01,0.05
Rustic Steel Soap,578.38,2022-10-14,0.05
Concrete Keyboard,545.75,2022-10-26,0.25
Incredible Wooden Tuna,897.39,2022-11-18,0.2
Small Chair,782.19,2022-12-20,0.15
Handcrafted Bike,629.08,2022-10-16,0.1
Sleek Chips,387.6,2022-11-15,0.2
Plastic Gloves,294.49,2022-12-02,0.1
Used Frozen Hat,191.7,2022-12-16,0.05
Handmade Cheese,162.66,2022-10-25,0.05
Chicken,665.05,2023-01-21,0.05
Small Soap,140.04,2022-11-25,0.15
Small Concrete Bike,740.58,2022-12-20,0.1
Generic Table,876.29,2022-10-22,0.2
Tasty Cheese,729.16,2023-01-04,0.15
Used Metal Fish,39.0,2022-11-20,0.2
Steel Mouse,79.02,2022-12-16,0.05
Soft Chicken,56.34,2022-10-31,0.1
Gently Used Fish,338.59,2022-12-22,0.1
Small Metal Keyboard,771.84,2023-01-18,0.05
Bike,431.46,2022-11-15,0.05
Refined Bike,215.18,2022-11-04,0.15
Chair,703.23,2022-11-06,0.1
Licensed Chicken,936.63,2023-01-28,0.1
New Salad,987.4,2022-12-13,0.2
New Soft Chicken,551.73,2022-11-01,0.25
Intelligent Concrete Pizza,3.77,2022-11-28,0.05
Gorgeous Fresh Car,82.92,2022-12-26,0.25
Handmade Concrete Hat,671.31,2022-10-31,0.15
Pizza,133.21,2023-01-26,0.1
Handcrafted Hat,456.48,2022-12-06,0.2
Shoes,986.97,2023-02-01,0.25
Handmade Tuna,570.57,2022-12-18,0.2
Plastic Chair,283.3,2022-12-09,0.25
Table,911.32,2022-12-30,0.2
Used Frozen Pants,121.44,2022-11-23,0.05
